first took,"[""(When the Palestinians first took their statehood bid to the United Nations, J Street opposed the effort.)""]"
its right,"[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said.""]"
staff denis,"[""Notable speakers included White House Chief of Staff Denis McDonough and chief Palestinian negotiator Saeb Erekat.""]"
u.s. could,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
could make,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
community behind,"[""\""He is more willing to take that on if he knows that he will have people in the Jewish community behind him.\""""]"
the israeli-palestinian,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference."", ""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
friday interview,"[""In a Friday interview with The Huffington Post, Obama said his administration would \""evaluate what other options are available.\""""]"
more willing,"[""\""He is more willing to take that on if he knows that he will have people in the Jewish community behind him.\""""]"
a great,"[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said.""]"
event featured,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
ahead of,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
the parameters,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
is reconsidering,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
government should,"[""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left.""]"
hear the,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
harder line,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
"1,100 were","[""Of these, about 1,100 were college students from the organization's J Street U wing.""]"
a palestinian,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
well as,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
said that,"[""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left."", ""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
that j,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
palestinian state,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
a harder,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
when netanyahu,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
always had,"[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said.""]"
make at,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
opportunity to,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
liberate people,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
took their,"[""(When the Palestinians first took their statehood bid to the United Nations, J Street opposed the effort.)""]"
held in,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
reconsidering its,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
the possibility,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
"at times,","[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
"of these,","[""Of these, about 1,100 were college students from the organization's J Street U wing.""]"
one of,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
now j,"[""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu.""]"
action obama,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
chief of,"[""Notable speakers included White House Chief of Staff Denis McDonough and chief Palestinian negotiator Saeb Erekat.""]"
lot of,"[""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu.""]"
to tuesday,"[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
jewish community,"[""\""He is more willing to take that on if he knows that he will have people in the Jewish community behind him.\""""]"
has nonetheless,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
liberal zionism.,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
price to,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
the huffington,"[""In a Friday interview with The Huffington Post, Obama said his administration would \""evaluate what other options are available.\""""]"
president jeremy,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
"""[obama] needs","[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
discussing the,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
willing to,"[""\""He is more willing to take that on if he knows that he will have people in the Jewish community behind him.\""""]"
relationship has,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
seemed energized,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
their relationship,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
struggled to,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
taking a,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
washington --,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
means there,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
to hear,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
the left.,"[""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left.""]"
supports a,"[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
it means,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
ben-ami said,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
shift to,"[""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left.""]"
fastest is,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
the obama,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference."", ""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
laying out,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
security council,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
move that,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
for j,"[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said."", ""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left."", ""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
glad to,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
moment for,"[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said.""]"
election to,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
tuesday for,"[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
in washington,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
a justification,"[""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left.""]"
the wake,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
its founding,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
support the,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
nonetheless struggled,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
line against,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
said they,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
very liberating,"[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
resolutions calling,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
journalist peter,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
j street,"[""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu."", ""(When the Palestinians first took their statehood bid to the United Nations, J Street opposed the effort.)"", ""Of these, about 1,100 were college students from the organization's J Street U wing."", ""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference."", ""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\"""", ""Beinart also said that Netanyahu's new right-wing government should serve as a justification for J Street to shift to the left."", ""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism."", ""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu."", ""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said.""]"
speakers said,"[""Conference speakers said they would support the U.S. taking more aggressive steps in the wake of the election to promote peace between the Israelis and the Palestinians.""]"
denis mcdonough,"[""Notable speakers included White House Chief of Staff Denis McDonough and chief Palestinian negotiator Saeb Erekat.""]"
"it,"" beinart","[""\""This is a great moment for J Street, because J Street has always had to look over its right shoulder, worrying about what others are saying about it,\"" Beinart said.""]"
one foot,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
foot in,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
"left-leaning camp,","[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
white house,"[""Notable speakers included White House Chief of Staff Denis McDonough and chief Palestinian negotiator Saeb Erekat.""]"
"four days,","[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
peace deal,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
administration off,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
its approach,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
netanyahu and,"[""The event featured a diverse and, at times, conflicting set of perspectives about how to facilitate peace at a time when Netanyahu and Obama are experiencing one of the lowest ebbs their relationship has ever seen.""]"
other options,"[""In a Friday interview with The Huffington Post, Obama said his administration would \""evaluate what other options are available.\""""]"
"political space,","[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
week that,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
statehood bid,"[""(When the Palestinians first took their statehood bid to the United Nations, J Street opposed the effort.)""]"
peter beinart,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
solution and,"[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
the conference.,"[""We are very glad to hear the Obama administration is reconsidering its approach to the Israeli-Palestinian conflict, J Street President Jeremy Ben-Ami said at the conference.""]"
saeb erekat.,"[""Notable speakers included White House Chief of Staff Denis McDonough and chief Palestinian negotiator Saeb Erekat.""]"
support from,"[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
"space, and","[""What is growing fastest is to J Street's left, and that is very liberating for J Street, because it means there is going to be a price to be paid no matter what, there is going to be no safe political space, and it is going to liberate people in J Street to do what they really believe.\""""]"
you know,"[""\""But you know what?""]"
on potential,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
"about 3,000","[""About 3,000 delegates assembled from Saturday to Tuesday for the conference hosted by J Street, which supports a two-state solution and has frequently criticized Netanyahu.""]"
establishment and,"[""Since its founding in 2008, the group has attempted to keep one foot in the Jewish establishment and one foot in a more left-leaning camp, but has nonetheless struggled to gain acceptance from more mainstream Jewish groups.""]"
"u.n. ""[obama]","[""Journalist Peter Beinart said that Netanyahu's comments had \""forced the Obama administration off the sidelines\"" and that J Street should capitalize on the opportunity to support any action Obama may take at the U.N.\r\n\r\n\""[Obama] needs support from you, because this effort is the most important move that he can realistically make in the rest of his presidency,\"" Beinart said on a panel discussing the future of liberal Zionism.""]"
created on,"[""WASHINGTON -- Advocates of a two-state solution to the Israeli-Palestinian conflict weren't too discouraged by Israeli Prime Minister Benjamin Netanyahu's much-criticized promise ahead of his election victory last week that a Palestinian state would never be created on his watch.""]"
of benjamin,"[""Now J Street is going to have to look over its left shoulder -- a lot of it is because of Benjamin Netanyahu.""]"
desired peace,"[""Much of the discussion focused on potential moves the U.S. could make at the U.N., such as shifting to support a Security Council resolution laying out the parameters of a desired peace deal or no longer vetoing resolutions calling on Israel to halt settlement expansion.""]"
obama's administration,"[""In fact, attendees of the annual J Street conference, held in Washington over the last four days, seemed energized by Netanyahu's remark -- as well as by the possibility that President Barack Obama's administration would start taking a harder line against Netanyahu.""]"
